CroppedImage,Full_Image,Set
lat_31.37860_lon_76.02478.npz.npy,lat_31.37860_lon_76.02478.npz,Train
lat_31.38260_lon_75.15318.npz.npy,lat_31.38260_lon_75.15318.npz,Train
lat_31.38629_lon_-84.07208.npz.npy,lat_31.38629_lon_-84.07208.npz,Train
lat_31.38829_lon_130.93537.npz.npy,lat_31.38829_lon_130.93537.npz,Train
lat_31.38934_lon_76.86472.npz.npy,lat_31.38934_lon_76.86472.npz,Train
lat_31.38994_lon_-84.08432.npz.npy,lat_31.38994_lon_-84.08432.npz,Train
lat_31.39399_lon_-103.48853.npz.npy,lat_31.39399_lon_-103.48853.npz,Train
lat_31.40080_lon_116.26603.npz.npy,lat_31.40080_lon_116.26603.npz,Train
lat_31.40093_lon_116.28959.npz.npy,lat_31.40093_lon_116.28959.npz,Train
lat_31.40149_lon_75.60091.npz.npy,lat_31.40149_lon_75.60091.npz,Train
lat_31.40290_lon_116.97291.npz.npy,lat_31.40290_lon_116.97291.npz,Train
lat_31.40863_lon_121.07316.npz.npy,lat_31.40863_lon_121.07316.npz,Train
lat_31.40954_lon_76.86512.npz.npy,lat_31.40954_lon_76.86512.npz,Train
lat_31.41527_lon_76.41756.npz.npy,lat_31.41527_lon_76.41756.npz,Train
lat_31.41553_lon_118.39400.npz.npy,lat_31.41553_lon_118.39400.npz,Train
lat_31.41576_lon_-102.34261.npz.npy,lat_31.41576_lon_-102.34261.npz,Train
lat_31.41699_lon_112.25264.npz.npy,lat_31.41699_lon_112.25264.npz,Train
lat_31.41796_lon_-82.14945.npz.npy,lat_31.41796_lon_-82.14945.npz,Train
lat_31.42147_lon_75.64817.npz.npy,lat_31.42147_lon_75.64817.npz,Train
lat_31.42211_lon_75.50677.npz.npy,lat_31.42211_lon_75.50677.npz,Train
lat_31.42311_lon_75.01184.npz.npy,lat_31.42311_lon_75.01184.npz,Train
lat_31.42311_lon_75.03541.npz.npy,lat_31.42311_lon_75.03541.npz,Train
lat_31.42624_lon_120.90786.npz.npy,lat_31.42624_lon_120.90786.npz,Train
lat_31.43008_lon_76.84197.npz.npy,lat_31.43008_lon_76.84197.npz,Train
lat_31.43277_lon_121.35545.npz.npy,lat_31.43277_lon_121.35545.npz,Train
lat_31.43440_lon_-103.48788.npz.npy,lat_31.43440_lon_-103.48788.npz,Train
lat_31.43803_lon_120.44453.npz.npy,lat_31.43803_lon_120.44453.npz,Train
lat_31.43850_lon_118.11150.npz.npy,lat_31.43850_lon_118.11150.npz,Train
lat_31.44241_lon_75.48330.npz.npy,lat_31.44241_lon_75.48330.npz,Train
lat_31.44280_lon_75.36544.npz.npy,lat_31.44280_lon_75.36544.npz,Train
lat_31.44512_lon_-84.14467.npz.npy,lat_31.44512_lon_-84.14467.npz,Train
lat_31.45156_lon_-84.12953.npz.npy,lat_31.45156_lon_-84.12953.npz,Train
lat_31.45327_lon_121.37866.npz.npy,lat_31.45327_lon_121.37866.npz,Train
lat_31.45404_lon_34.55958.npz.npy,lat_31.45404_lon_34.55958.npz,Train
lat_31.45594_lon_118.39460.npz.npy,lat_31.45594_lon_118.39460.npz,Train
lat_31.45594_lon_34.39460.npz.npy,lat_31.45594_lon_34.39460.npz,Train
lat_31.45740_lon_118.25317.npz.npy,lat_31.45740_lon_118.25317.npz,Train
lat_31.45916_lon_-83.50891.npz.npy,lat_31.45916_lon_-83.50891.npz,Train
lat_31.46262_lon_75.48341.npz.npy,lat_31.46262_lon_75.48341.npz,Train
lat_31.46644_lon_119.90174.npz.npy,lat_31.46644_lon_119.90174.npz,Train
lat_31.46763_lon_-96.96871.npz.npy,lat_31.46763_lon_-96.96871.npz,Train
lat_31.46851_lon_121.02478.npz.npy,lat_31.46851_lon_121.02478.npz,Train
lat_31.47842_lon_-83.55656.npz.npy,lat_31.47842_lon_-83.55656.npz,Train
lat_31.47888_lon_-83.53300.npz.npy,lat_31.47888_lon_-83.53300.npz,Train
lat_31.48329_lon_75.34201.npz.npy,lat_31.48329_lon_75.34201.npz,Train
lat_31.48374_lon_75.01184.npz.npy,lat_31.48374_lon_75.01184.npz,Train
lat_31.48683_lon_120.90651.npz.npy,lat_31.48683_lon_120.90651.npz,Train
lat_31.48797_lon_120.97722.npz.npy,lat_31.48797_lon_120.97722.npz,Train
lat_31.49529_lon_118.48951.npz.npy,lat_31.49529_lon_118.48951.npz,Train
lat_31.49583_lon_118.44236.npz.npy,lat_31.49583_lon_118.44236.npz,Train
lat_31.50062_lon_92.07656.npz.npy,lat_31.50062_lon_92.07656.npz,Train
lat_31.50332_lon_-93.40453.npz.npy,lat_31.50332_lon_-93.40453.npz,Train
lat_31.50394_lon_116.94929.npz.npy,lat_31.50394_lon_116.94929.npz,Train
lat_31.51253_lon_-103.27435.npz.npy,lat_31.51253_lon_-103.27435.npz,Train
lat_31.51493_lon_-103.46300.npz.npy,lat_31.51493_lon_-103.46300.npz,Train
lat_31.51731_lon_118.32474.npz.npy,lat_31.51731_lon_118.32474.npz,Train
lat_31.51833_lon_121.77856.npz.npy,lat_31.51833_lon_121.77856.npz,Train
lat_31.51953_lon_118.08887.npz.npy,lat_31.51953_lon_118.08887.npz,Train
lat_31.52066_lon_92.05277.npz.npy,lat_31.52066_lon_92.05277.npz,Train
lat_31.52111_lon_75.88478.npz.npy,lat_31.52111_lon_75.88478.npz,Train
lat_31.52383_lon_75.29497.npz.npy,lat_31.52383_lon_75.29497.npz,Train
lat_31.52388_lon_75.27138.npz.npy,lat_31.52388_lon_75.27138.npz,Train
lat_31.52946_lon_121.04709.npz.npy,lat_31.52946_lon_121.04709.npz,Train
lat_31.53052_lon_-82.88216.npz.npy,lat_31.53052_lon_-82.88216.npz,Train
lat_31.53597_lon_130.46657.npz.npy,lat_31.53597_lon_130.46657.npz,Train
lat_31.53650_lon_118.41939.npz.npy,lat_31.53650_lon_118.41939.npz,Train
lat_31.53890_lon_-103.81652.npz.npy,lat_31.53890_lon_-103.81652.npz,Train
lat_31.54425_lon_75.17704.npz.npy,lat_31.54425_lon_75.17704.npz,Train
lat_31.54703_lon_35.11853.npz.npy,lat_31.54703_lon_35.11853.npz,Train
lat_31.54766_lon_119.08021.npz.npy,lat_31.54766_lon_119.08021.npz,Train
lat_31.55059_lon_-97.10848.npz.npy,lat_31.55059_lon_-97.10848.npz,Train
lat_31.55094_lon_-97.13207.npz.npy,lat_31.55094_lon_-97.13207.npz,Train
lat_31.55195_lon_-84.10287.npz.npy,lat_31.55195_lon_-84.10287.npz,Train
lat_31.55457_lon_-84.22073.npz.npy,lat_31.55457_lon_-84.22073.npz,Train
lat_31.56294_lon_75.64915.npz.npy,lat_31.56294_lon_75.64915.npz,Train
lat_31.56735_lon_-84.10160.npz.npy,lat_31.56735_lon_-84.10160.npz,Train
lat_31.56862_lon_-96.96652.npz.npy,lat_31.56862_lon_-96.96652.npz,Train
lat_31.56905_lon_119.96912.npz.npy,lat_31.56905_lon_119.96912.npz,Train
lat_31.57195_lon_121.18781.npz.npy,lat_31.57195_lon_121.18781.npz,Train
lat_31.57214_lon_-84.10225.npz.npy,lat_31.57214_lon_-84.10225.npz,Train
lat_31.57232_lon_114.11056.npz.npy,lat_31.57232_lon_114.11056.npz,Train
lat_31.57281_lon_34.75036.npz.npy,lat_31.57281_lon_34.75036.npz,Train
lat_31.57338_lon_120.15771.npz.npy,lat_31.57338_lon_120.15771.npz,Train
lat_31.57525_lon_118.56159.npz.npy,lat_31.57525_lon_118.56159.npz,Train
lat_31.57937_lon_120.44068.npz.npy,lat_31.57937_lon_120.44068.npz,Train
lat_31.58076_lon_120.51144.npz.npy,lat_31.58076_lon_120.51144.npz,Train
lat_31.58197_lon_65.42612.npz.npy,lat_31.58197_lon_65.42612.npz,Train
lat_31.58391_lon_-93.47571.npz.npy,lat_31.58391_lon_-93.47571.npz,Train
lat_31.58881_lon_-102.96608.npz.npy,lat_31.58881_lon_-102.96608.npz,Train
lat_31.58923_lon_119.96846.npz.npy,lat_31.58923_lon_119.96846.npz,Train
lat_31.58956_lon_-103.01328.npz.npy,lat_31.58956_lon_-103.01328.npz,Train
lat_31.59235_lon_34.79794.npz.npy,lat_31.59235_lon_34.79794.npz,Train
lat_31.59313_lon_121.25821.npz.npy,lat_31.59313_lon_121.25821.npz,Train
lat_31.59427_lon_118.65634.npz.npy,lat_31.59427_lon_118.65634.npz,Train
lat_31.59546_lon_34.56193.npz.npy,lat_31.59546_lon_34.56193.npz,Train
lat_31.60863_lon_-102.94205.npz.npy,lat_31.60863_lon_-102.94205.npz,Train
lat_31.62108_lon_100.02742.npz.npy,lat_31.62108_lon_100.02742.npz,Train
lat_31.62294_lon_119.99375.npz.npy,lat_31.62294_lon_119.99375.npz,Train
lat_31.62775_lon_-84.21856.npz.npy,lat_31.62775_lon_-84.21856.npz,Train
lat_31.64145_lon_65.05868.npz.npy,lat_31.64145_lon_65.05868.npz,Train
lat_31.64449_lon_121.13916.npz.npy,lat_31.64449_lon_121.13916.npz,Train
lat_31.65188_lon_112.25578.npz.npy,lat_31.65188_lon_112.25578.npz,Train
lat_31.65734_lon_116.57117.npz.npy,lat_31.65734_lon_116.57117.npz,Train
lat_31.66219_lon_120.04223.npz.npy,lat_31.66219_lon_120.04223.npz,Train
lat_31.66330_lon_119.99504.npz.npy,lat_31.66330_lon_119.99504.npz,Train
lat_31.66822_lon_121.39857.npz.npy,lat_31.66822_lon_121.39857.npz,Train
lat_31.66992_lon_-106.45970.npz.npy,lat_31.66992_lon_-106.45970.npz,Train
lat_31.67087_lon_130.37417.npz.npy,lat_31.67087_lon_130.37417.npz,Train
lat_31.67146_lon_-106.31796.npz.npy,lat_31.67146_lon_-106.31796.npz,Train
lat_31.67398_lon_119.49938.npz.npy,lat_31.67398_lon_119.49938.npz,Train
lat_31.67624_lon_119.38132.npz.npy,lat_31.67624_lon_119.38132.npz,Train
lat_31.67709_lon_116.45292.npz.npy,lat_31.67709_lon_116.45292.npz,Train
lat_31.68180_lon_120.06649.npz.npy,lat_31.68180_lon_120.06649.npz,Train
lat_31.68349_lon_119.99569.npz.npy,lat_31.68349_lon_119.99569.npz,Train
lat_31.69091_lon_-106.38913.npz.npy,lat_31.69091_lon_-106.38913.npz,Train
lat_31.69277_lon_35.57076.npz.npy,lat_31.69277_lon_35.57076.npz,Train
lat_31.70103_lon_35.12202.npz.npy,lat_31.70103_lon_35.12202.npz,Train
lat_31.71137_lon_-106.36580.npz.npy,lat_31.71137_lon_-106.36580.npz,Train
lat_31.71211_lon_-106.29489.npz.npy,lat_31.71211_lon_-106.29489.npz,Train
lat_31.71441_lon_115.95625.npz.npy,lat_31.71441_lon_115.95625.npz,Train
lat_31.72237_lon_35.94051.npz.npy,lat_31.72237_lon_35.94051.npz,Train
lat_31.72495_lon_35.94976.npz.npy,lat_31.72495_lon_35.94976.npz,Train
lat_31.72584_lon_64.82415.npz.npy,lat_31.72584_lon_64.82415.npz,Train
lat_31.72696_lon_-82.74429.npz.npy,lat_31.72696_lon_-82.74429.npz,Train
lat_31.72969_lon_-106.53156.npz.npy,lat_31.72969_lon_-106.53156.npz,Train
lat_31.73120_lon_119.66636.npz.npy,lat_31.73120_lon_119.66636.npz,Train
lat_31.73316_lon_112.20958.npz.npy,lat_31.73316_lon_112.20958.npz,Train
lat_31.73379_lon_36.46008.npz.npy,lat_31.73379_lon_36.46008.npz,Train
lat_31.74022_lon_35.19384.npz.npy,lat_31.74022_lon_35.19384.npz,Train
lat_31.74235_lon_120.06849.npz.npy,lat_31.74235_lon_120.06849.npz,Train
lat_31.74258_lon_120.94806.npz.npy,lat_31.74258_lon_120.94806.npz,Train
lat_31.74514_lon_119.95040.npz.npy,lat_31.74514_lon_119.95040.npz,Train
lat_31.75152_lon_-106.39004.npz.npy,lat_31.75152_lon_-106.39004.npz,Train
lat_31.75333_lon_-84.42757.npz.npy,lat_31.75333_lon_-84.42757.npz,Train
lat_31.75381_lon_119.54880.npz.npy,lat_31.75381_lon_119.54880.npz,Train
lat_31.75428_lon_119.52518.npz.npy,lat_31.75428_lon_119.52518.npz,Train
lat_31.75568_lon_105.93430.npz.npy,lat_31.75568_lon_105.93430.npz,Train
lat_31.75822_lon_116.52340.npz.npy,lat_31.75822_lon_116.52340.npz,Train
lat_31.76000_lon_119.21795.npz.npy,lat_31.76000_lon_119.21795.npz,Train
lat_31.76161_lon_35.12341.npz.npy,lat_31.76161_lon_35.12341.npz,Train
lat_31.76301_lon_131.03772.npz.npy,lat_31.76301_lon_131.03772.npz,Train
lat_31.76316_lon_120.97125.npz.npy,lat_31.76316_lon_120.97125.npz,Train
lat_31.76366_lon_120.02191.npz.npy,lat_31.76366_lon_120.02191.npz,Train
lat_31.77343_lon_-106.22478.npz.npy,lat_31.77343_lon_-106.22478.npz,Train
lat_31.77864_lon_-116.58593.npz.npy,lat_31.77864_lon_-116.58593.npz,Train
lat_31.78469_lon_130.94358.npz.npy,lat_31.78469_lon_130.94358.npz,Train
lat_31.78678_lon_130.80170.npz.npy,lat_31.78678_lon_130.80170.npz,Train
lat_31.78732_lon_36.12754.npz.npy,lat_31.78732_lon_36.12754.npz,Train
lat_31.79167_lon_-106.41430.npz.npy,lat_31.79167_lon_-106.41430.npz,Train
lat_31.79275_lon_119.62083.npz.npy,lat_31.79275_lon_119.62083.npz,Train
lat_31.79893_lon_-86.60950.npz.npy,lat_31.79893_lon_-86.60950.npz,Train
lat_31.79900_lon_-86.63317.npz.npy,lat_31.79900_lon_-86.63317.npz,Train
lat_31.80080_lon_35.19527.npz.npy,lat_31.80080_lon_35.19527.npz,Train
lat_31.80174_lon_120.11775.npz.npy,lat_31.80174_lon_120.11775.npz,Train
lat_31.80174_lon_36.11775.npz.npy,lat_31.80174_lon_36.11775.npz,Train
lat_31.80346_lon_120.04686.npz.npy,lat_31.80346_lon_120.04686.npz,Train
lat_31.80992_lon_-106.58021.npz.npy,lat_31.80992_lon_-106.58021.npz,Train
lat_31.81280_lon_130.32894.npz.npy,lat_31.81280_lon_130.32894.npz,Train
lat_31.81289_lon_-106.31996.npz.npy,lat_31.81289_lon_-106.31996.npz,Train
lat_31.81746_lon_116.23909.npz.npy,lat_31.81746_lon_116.23909.npz,Train
lat_31.81875_lon_-81.50057.npz.npy,lat_31.81875_lon_-81.50057.npz,Train
lat_31.82307_lon_120.07116.npz.npy,lat_31.82307_lon_120.07116.npz,Train
lat_31.82327_lon_-96.06282.npz.npy,lat_31.82327_lon_-96.06282.npz,Train
lat_31.83309_lon_-106.32025.npz.npy,lat_31.83309_lon_-106.32025.npz,Train
lat_31.83381_lon_-106.24925.npz.npy,lat_31.83381_lon_-106.24925.npz,Train
lat_31.83427_lon_-106.20192.npz.npy,lat_31.83427_lon_-106.20192.npz,Train
lat_31.85108_lon_112.51888.npz.npy,lat_31.85108_lon_112.51888.npz,Train
lat_31.85330_lon_-106.32054.npz.npy,lat_31.85330_lon_-106.32054.npz,Train
lat_31.86070_lon_36.76431.npz.npy,lat_31.86070_lon_36.76431.npz,Train
lat_31.86097_lon_35.22037.npz.npy,lat_31.86097_lon_35.22037.npz,Train
lat_31.86964_lon_36.19599.npz.npy,lat_31.86964_lon_36.19599.npz,Train
lat_31.87053_lon_-106.58124.npz.npy,lat_31.87053_lon_-106.58124.npz,Train
lat_31.87325_lon_-106.34450.npz.npy,lat_31.87325_lon_-106.34450.npz,Train
lat_31.87350_lon_-106.32083.npz.npy,lat_31.87350_lon_-106.32083.npz,Train
lat_31.87350_lon_-84.37689.npz.npy,lat_31.87350_lon_-84.37689.npz,Train
lat_31.87961_lon_-116.56179.npz.npy,lat_31.87961_lon_-116.56179.npz,Train
lat_31.88033_lon_-111.09828.npz.npy,lat_31.88033_lon_-111.09828.npz,Train
lat_31.88266_lon_-96.11212.npz.npy,lat_31.88266_lon_-96.11212.npz,Train
lat_31.88303_lon_120.09682.npz.npy,lat_31.88303_lon_120.09682.npz,Train
lat_31.88324_lon_35.91153.npz.npy,lat_31.88324_lon_35.91153.npz,Train
lat_31.88696_lon_119.93125.npz.npy,lat_31.88696_lon_119.93125.npz,Train
lat_31.88715_lon_36.07709.npz.npy,lat_31.88715_lon_36.07709.npz,Train
lat_31.88751_lon_35.90759.npz.npy,lat_31.88751_lon_35.90759.npz,Train
lat_31.88911_lon_119.83662.npz.npy,lat_31.88911_lon_119.83662.npz,Train
lat_31.89220_lon_119.69467.npz.npy,lat_31.89220_lon_119.69467.npz,Train
lat_31.89269_lon_-106.41584.npz.npy,lat_31.89269_lon_-106.41584.npz,Train
lat_31.89836_lon_131.38703.npz.npy,lat_31.89836_lon_131.38703.npz,Train
lat_31.90056_lon_105.05928.npz.npy,lat_31.90056_lon_105.05928.npz,Train
lat_31.90342_lon_35.91085.npz.npy,lat_31.90342_lon_35.91085.npz,Train
lat_31.90379_lon_36.07384.npz.npy,lat_31.90379_lon_36.07384.npz,Train
lat_31.90604_lon_119.97921.npz.npy,lat_31.90604_lon_119.97921.npz,Train
lat_31.90734_lon_36.07646.npz.npy,lat_31.90734_lon_36.07646.npz,Train
lat_31.90948_lon_36.17110.npz.npy,lat_31.90948_lon_36.17110.npz,Train
lat_31.91544_lon_112.16458.npz.npy,lat_31.91544_lon_112.16458.npz,Train
lat_31.91608_lon_-85.90649.npz.npy,lat_31.91608_lon_-85.90649.npz,Train
lat_31.91686_lon_116.00135.npz.npy,lat_31.91686_lon_116.00135.npz,Train
lat_31.92029_lon_119.29285.npz.npy,lat_31.92029_lon_119.29285.npz,Train
lat_31.92077_lon_-111.05093.npz.npy,lat_31.92077_lon_-111.05093.npz,Train
lat_31.92197_lon_131.19815.npz.npy,lat_31.92197_lon_131.19815.npz,Train
lat_31.93084_lon_-106.60597.npz.npy,lat_31.93084_lon_-106.60597.npz,Train
lat_31.93386_lon_-82.34538.npz.npy,lat_31.93386_lon_-82.34538.npz,Train
lat_31.94095_lon_-81.09834.npz.npy,lat_31.94095_lon_-81.09834.npz,Train
lat_31.94860_lon_119.88583.npz.npy,lat_31.94860_lon_119.88583.npz,Train
lat_31.95031_lon_130.66270.npz.npy,lat_31.95031_lon_130.66270.npz,Train
lat_31.95471_lon_112.28358.npz.npy,lat_31.95471_lon_112.28358.npz,Train
lat_31.95474_lon_35.60173.npz.npy,lat_31.95474_lon_35.60173.npz,Train
lat_31.95522_lon_119.57805.npz.npy,lat_31.95522_lon_119.57805.npz,Train
lat_31.95585_lon_112.16509.npz.npy,lat_31.95585_lon_112.16509.npz,Train
lat_31.95893_lon_131.38859.npz.npy,lat_31.95893_lon_131.38859.npz,Train
lat_31.96236_lon_119.19911.npz.npy,lat_31.96236_lon_119.19911.npz,Train
lat_31.96769_lon_119.93381.npz.npy,lat_31.96769_lon_119.93381.npz,Train
lat_31.97094_lon_121.36963.npz.npy,lat_31.97094_lon_121.36963.npz,Train
lat_31.97211_lon_-83.73604.npz.npy,lat_31.97211_lon_-83.73604.npz,Train
lat_31.97323_lon_-106.44078.npz.npy,lat_31.97323_lon_-106.44078.npz,Train
lat_31.97684_lon_119.50756.npz.npy,lat_31.97684_lon_119.50756.npz,Train
lat_31.98508_lon_36.05285.npz.npy,lat_31.98508_lon_36.05285.npz,Train
lat_31.98752_lon_36.05022.npz.npy,lat_31.98752_lon_36.05022.npz,Train
lat_31.99003_lon_119.83973.npz.npy,lat_31.99003_lon_119.83973.npz,Train
lat_31.99343_lon_-106.44109.npz.npy,lat_31.99343_lon_-106.44109.npz,Train
lat_31.99577_lon_-83.57082.npz.npy,lat_31.99577_lon_-83.57082.npz,Train
lat_31.99931_lon_119.38964.npz.npy,lat_31.99931_lon_119.38964.npz,Train
lat_32.00106_lon_119.29486.npz.npy,lat_32.00106_lon_119.29486.npz,Train
lat_32.00134_lon_-81.26441.npz.npy,lat_32.00134_lon_-81.26441.npz,Train
lat_32.00139_lon_-81.24070.npz.npy,lat_32.00139_lon_-81.24070.npz,Train
lat_32.00158_lon_116.90159.npz.npy,lat_32.00158_lon_116.90159.npz,Train
lat_32.00161_lon_-110.96437.npz.npy,lat_32.00161_lon_-110.96437.npz,Train
lat_32.00396_lon_119.12898.npz.npy,lat_32.00396_lon_119.12898.npz,Train
lat_32.00469_lon_120.07720.npz.npy,lat_32.00469_lon_120.07720.npz,Train
lat_32.00860_lon_35.91141.npz.npy,lat_32.00860_lon_35.91141.npz,Train
lat_32.01281_lon_119.72190.npz.npy,lat_32.01281_lon_119.72190.npz,Train
lat_32.01332_lon_119.69821.npz.npy,lat_32.01332_lon_119.69821.npz,Train
lat_32.02211_lon_-84.75204.npz.npy,lat_32.02211_lon_-84.75204.npz,Train
lat_32.02429_lon_120.10156.npz.npy,lat_32.02429_lon_120.10156.npz,Train
lat_32.02429_lon_36.10156.npz.npy,lat_32.02429_lon_36.10156.npz,Train
lat_32.02601_lon_120.03050.npz.npy,lat_32.02601_lon_120.03050.npz,Train
lat_32.02769_lon_35.95943.npz.npy,lat_32.02769_lon_35.95943.npz,Train
lat_32.02898_lon_36.09630.npz.npy,lat_32.02898_lon_36.09630.npz,Train
lat_32.03184_lon_-106.60773.npz.npy,lat_32.03184_lon_-106.60773.npz,Train
lat_32.03710_lon_112.11867.npz.npy,lat_32.03710_lon_112.11867.npz,Train
lat_32.04174_lon_-110.72710.npz.npy,lat_32.04174_lon_-110.72710.npz,Train
lat_32.04195_lon_-81.14590.npz.npy,lat_32.04195_lon_-81.14590.npz,Train
lat_32.04199_lon_-110.89318.npz.npy,lat_32.04199_lon_-110.89318.npz,Train
lat_32.04199_lon_105.10682.npz.npy,lat_32.04199_lon_105.10682.npz,Train
lat_32.04330_lon_120.14963.npz.npy,lat_32.04330_lon_120.14963.npz,Train
lat_32.04582_lon_35.95350.npz.npy,lat_32.04582_lon_35.95350.npz,Train
lat_32.05267_lon_119.74680.npz.npy,lat_32.05267_lon_119.74680.npz,Train
lat_32.05568_lon_119.60458.npz.npy,lat_32.05568_lon_119.60458.npz,Train
lat_32.05620_lon_112.23754.npz.npy,lat_32.05620_lon_112.23754.npz,Train
lat_32.05730_lon_-109.88108.npz.npy,lat_32.05730_lon_-109.88108.npz,Train
lat_32.05751_lon_-109.90481.npz.npy,lat_32.05751_lon_-109.90481.npz,Train
lat_32.05751_lon_112.09519.npz.npy,lat_32.05751_lon_112.09519.npz,Train
lat_32.06212_lon_-110.82197.npz.npy,lat_32.06212_lon_-110.82197.npz,Train
lat_32.06220_lon_-110.89316.npz.npy,lat_32.06220_lon_-110.89316.npz,Train
lat_32.07088_lon_112.71233.npz.npy,lat_32.07088_lon_112.71233.npz,Train
lat_32.07494_lon_130.38018.npz.npy,lat_32.07494_lon_130.38018.npz,Train
lat_32.07519_lon_130.35645.npz.npy,lat_32.07519_lon_130.35645.npz,Train
lat_32.07538_lon_119.62886.npz.npy,lat_32.07538_lon_119.62886.npz,Train
lat_32.07578_lon_-106.30000.npz.npy,lat_32.07578_lon_-106.30000.npz,Train
lat_32.08230_lon_-81.19344.npz.npy,lat_32.08230_lon_-81.19344.npz,Train
lat_32.09201_lon_-84.20457.npz.npy,lat_32.09201_lon_-84.20457.npz,Train
lat_32.09982_lon_119.41599.npz.npy,lat_32.09982_lon_119.41599.npz,Train
lat_32.10260_lon_-81.12226.npz.npy,lat_32.10260_lon_-81.12226.npz,Train
lat_32.10265_lon_-110.94059.npz.npy,lat_32.10265_lon_-110.94059.npz,Train
lat_32.10453_lon_35.15504.npz.npy,lat_32.10453_lon_35.15504.npz,Train
lat_32.10786_lon_119.98575.npz.npy,lat_32.10786_lon_119.98575.npz,Train
lat_32.10941_lon_-106.84647.npz.npy,lat_32.10941_lon_-106.84647.npz,Train
lat_32.11006_lon_119.89090.npz.npy,lat_32.11006_lon_119.89090.npz,Train
lat_32.11025_lon_36.11746.npz.npy,lat_32.11025_lon_36.11746.npz,Train
lat_32.11219_lon_119.79604.npz.npy,lat_32.11219_lon_119.79604.npz,Train
lat_32.11749_lon_112.16714.npz.npy,lat_32.11749_lon_112.16714.npz,Train
lat_32.11946_lon_80.07038.npz.npy,lat_32.11946_lon_80.07038.npz,Train
lat_32.12460_lon_36.12869.npz.npy,lat_32.12460_lon_36.12869.npz,Train
lat_32.13097_lon_36.14055.npz.npy,lat_32.13097_lon_36.14055.npz,Train
lat_32.13444_lon_35.70177.npz.npy,lat_32.13444_lon_35.70177.npz,Train
lat_32.13747_lon_112.19114.npz.npy,lat_32.13747_lon_112.19114.npz,Train
lat_32.13928_lon_119.46451.npz.npy,lat_32.13928_lon_119.46451.npz,Train
lat_32.14299_lon_-81.14606.npz.npy,lat_32.14299_lon_-81.14606.npz,Train
lat_32.14306_lon_-110.94057.npz.npy,lat_32.14306_lon_-110.94057.npz,Train
lat_32.14419_lon_36.15309.npz.npy,lat_32.14419_lon_36.15309.npz,Train
lat_32.14451_lon_119.17973.npz.npy,lat_32.14451_lon_119.17973.npz,Train
lat_32.15115_lon_36.13992.npz.npy,lat_32.15115_lon_36.13992.npz,Train
lat_32.15411_lon_119.72610.npz.npy,lat_32.15411_lon_119.72610.npz,Train
lat_32.15563_lon_119.65491.npz.npy,lat_32.15563_lon_119.65491.npz,Train
lat_32.15806_lon_119.53625.npz.npy,lat_32.15806_lon_119.53625.npz,Train
lat_32.16173_lon_119.34638.npz.npy,lat_32.16173_lon_119.34638.npz,Train
lat_32.16277_lon_-81.35991.npz.npy,lat_32.16277_lon_-81.35991.npz,Train
lat_32.16324_lon_-110.89304.npz.npy,lat_32.16324_lon_-110.89304.npz,Train
lat_32.16326_lon_-110.91680.npz.npy,lat_32.16326_lon_-110.91680.npz,Train
lat_32.17729_lon_119.58429.npz.npy,lat_32.17729_lon_119.58429.npz,Train
lat_32.17825_lon_119.53681.npz.npy,lat_32.17825_lon_119.53681.npz,Train
lat_32.17873_lon_119.51308.npz.npy,lat_32.17873_lon_119.51308.npz,Train
lat_32.18099_lon_-110.20394.npz.npy,lat_32.18099_lon_-110.20394.npz,Train
lat_32.18192_lon_119.34690.npz.npy,lat_32.18192_lon_119.34690.npz,Train
lat_32.18322_lon_119.27567.npz.npy,lat_32.18322_lon_119.27567.npz,Train
lat_32.18348_lon_-110.94054.npz.npy,lat_32.18348_lon_-110.94054.npz,Train
lat_32.18365_lon_119.25192.npz.npy,lat_32.18365_lon_119.25192.npz,Train
lat_32.18407_lon_119.22818.npz.npy,lat_32.18407_lon_119.22818.npz,Train
lat_32.18454_lon_120.15448.npz.npy,lat_32.18454_lon_120.15448.npz,Train
lat_32.18688_lon_120.05957.npz.npy,lat_32.18688_lon_120.05957.npz,Train
lat_32.19024_lon_119.91718.npz.npy,lat_32.19024_lon_119.91718.npz,Train
lat_32.19615_lon_112.38201.npz.npy,lat_32.19615_lon_112.38201.npz,Train
lat_32.20524_lon_-83.17280.npz.npy,lat_32.20524_lon_-83.17280.npz,Train
lat_32.20932_lon_119.96530.npz.npy,lat_32.20932_lon_119.96530.npz,Train
lat_32.22169_lon_-86.25113.npz.npy,lat_32.22169_lon_-86.25113.npz,Train
lat_32.22382_lon_-110.84542.npz.npy,lat_32.22382_lon_-110.84542.npz,Train
lat_32.22970_lon_-95.95759.npz.npy,lat_32.22970_lon_-95.95759.npz,Train
lat_32.23182_lon_130.76289.npz.npy,lat_32.23182_lon_130.76289.npz,Train
lat_32.23639_lon_-82.39737.npz.npy,lat_32.23639_lon_-82.39737.npz,Train
lat_32.24015_lon_115.99783.npz.npy,lat_32.24015_lon_115.99783.npz,Train
lat_32.24160_lon_131.39597.npz.npy,lat_32.24160_lon_131.39597.npz,Train
lat_32.24402_lon_-80.84539.npz.npy,lat_32.24402_lon_-80.84539.npz,Train
lat_32.24412_lon_-110.98806.npz.npy,lat_32.24412_lon_-110.98806.npz,Train
lat_32.25917_lon_36.46932.npz.npy,lat_32.25917_lon_36.46932.npz,Train
