,CroppedImage,Full_Image,Set
6767,lat_28.82753_lon_120.16676.npz.npy,lat_28.82753_lon_120.16676.npy,Train
6768,lat_28.82826_lon_76.54176.npz.npy,lat_28.82826_lon_76.54176.npy,Train
6769,lat_28.82977_lon_76.40405.npz.npy,lat_28.82977_lon_76.40405.npy,Train
6770,lat_28.83461_lon_-98.18483.npz.npy,lat_28.83461_lon_-98.18483.npy,Train
6771,lat_28.83593_lon_-81.55451.npz.npy,lat_28.83593_lon_-81.55451.npy,Train
6772,lat_28.83668_lon_-81.32490.npz.npy,lat_28.83668_lon_-81.32490.npy,Train
6773,lat_28.83719_lon_120.67139.npz.npy,lat_28.83719_lon_120.67139.npy,Train
6774,lat_28.84083_lon_77.10725.npz.npy,lat_28.84083_lon_77.10725.npy,Train
6775,lat_28.84407_lon_120.00241.npz.npy,lat_28.84407_lon_120.00241.npy,Train
6776,lat_28.84425_lon_120.00567.npz.npy,lat_28.84425_lon_120.00567.npy,Train
6777,lat_28.85031_lon_-82.37265.npz.npy,lat_28.85031_lon_-82.37265.npy,Train
6778,lat_28.85038_lon_77.70425.npz.npy,lat_28.85038_lon_77.70425.npy,Train
6779,lat_28.85307_lon_77.56661.npz.npy,lat_28.85307_lon_77.56661.npy,Train
6780,lat_28.85488_lon_-81.80723.npz.npy,lat_28.85488_lon_-81.80723.npy,Train
6781,lat_28.85719_lon_-81.16420.npz.npy,lat_28.85719_lon_-81.16420.npy,Train
6782,lat_28.86103_lon_77.10766.npz.npy,lat_28.86103_lon_77.10766.npy,Train
6783,lat_28.86627_lon_77.91125.npz.npy,lat_28.86627_lon_77.91125.npy,Train
6784,lat_28.86732_lon_76.65716.npz.npy,lat_28.86732_lon_76.65716.npy,Train
6785,lat_28.87297_lon_76.10606.npz.npy,lat_28.87297_lon_76.10606.npy,Train
6786,lat_28.87316_lon_76.08309.npz.npy,lat_28.87316_lon_76.08309.npy,Train
6787,lat_28.87573_lon_-81.69254.npz.npy,lat_28.87573_lon_-81.69254.npy,Train
6788,lat_28.88088_lon_77.13103.npz.npy,lat_28.88088_lon_77.13103.npy,Train
6789,lat_28.88809_lon_76.61155.npz.npy,lat_28.88809_lon_76.61155.npy,Train
6790,lat_28.88890_lon_76.54266.npz.npy,lat_28.88890_lon_76.54266.npy,Train
6791,lat_28.88926_lon_-82.51098.npz.npy,lat_28.88926_lon_-82.51098.npy,Train
6792,lat_28.89031_lon_119.72825.npz.npy,lat_28.89031_lon_119.72825.npy,Train
6793,lat_28.89077_lon_119.70530.npz.npy,lat_28.89077_lon_119.70530.npy,Train
6794,lat_28.89307_lon_-82.12053.npz.npy,lat_28.89307_lon_-82.12053.npy,Train
6795,lat_28.89734_lon_-81.32509.npz.npy,lat_28.89734_lon_-81.32509.npy,Train
6796,lat_28.90319_lon_79.00643.npz.npy,lat_28.90319_lon_79.00643.npy,Train
6797,lat_28.90579_lon_121.19015.npz.npy,lat_28.90579_lon_121.19015.npy,Train
6798,lat_28.90802_lon_76.63483.npz.npy,lat_28.90802_lon_76.63483.npy,Train
6799,lat_28.90857_lon_76.58890.npz.npy,lat_28.90857_lon_76.58890.npy,Train
6800,lat_28.90972_lon_79.51170.npz.npy,lat_28.90972_lon_79.51170.npy,Train
6801,lat_28.91177_lon_112.29028.npz.npy,lat_28.91177_lon_112.29028.npy,Train
6802,lat_28.91945_lon_120.09537.npz.npy,lat_28.91945_lon_120.09537.npy,Train
6803,lat_28.92313_lon_77.72910.npz.npy,lat_28.92313_lon_77.72910.npy,Train
6804,lat_28.92451_lon_77.66024.npz.npy,lat_28.92451_lon_77.66024.npy,Train
6805,lat_28.92645_lon_-95.56031.npz.npy,lat_28.92645_lon_-95.56031.npy,Train
6806,lat_28.93062_lon_-95.33070.npz.npy,lat_28.93062_lon_-95.33070.npy,Train
6807,lat_28.93463_lon_77.08617.npz.npy,lat_28.93463_lon_77.08617.npy,Train
6808,lat_28.93712_lon_119.98004.npz.npy,lat_28.93712_lon_119.98004.npy,Train
6809,lat_28.93796_lon_119.98215.npz.npy,lat_28.93796_lon_119.98215.npy,Train
6810,lat_28.93923_lon_121.23552.npz.npy,lat_28.93923_lon_121.23552.npy,Train
6811,lat_28.94094_lon_119.84442.npz.npy,lat_28.94094_lon_119.84442.npy,Train
6812,lat_28.94286_lon_77.75259.npz.npy,lat_28.94286_lon_77.75259.npy,Train
6813,lat_28.94297_lon_118.45153.npz.npy,lat_28.94297_lon_118.45153.npy,Train
6814,lat_28.94873_lon_111.74711.npz.npy,lat_28.94873_lon_111.74711.npy,Train
6815,lat_28.94885_lon_111.72412.npz.npy,lat_28.94885_lon_111.72412.npy,Train
6816,lat_28.95002_lon_-95.37709.npz.npy,lat_28.95002_lon_-95.37709.npy,Train
6817,lat_28.95225_lon_77.24738.npz.npy,lat_28.95225_lon_77.24738.npy,Train
6818,lat_28.95554_lon_78.95947.npz.npy,lat_28.95554_lon_78.95947.npy,Train
6819,lat_28.95610_lon_77.00330.npz.npy,lat_28.95610_lon_77.00330.npy,Train
6820,lat_28.95644_lon_76.98033.npz.npy,lat_28.95644_lon_76.98033.npy,Train
6821,lat_28.95933_lon_118.77354.npz.npy,lat_28.95933_lon_118.77354.npy,Train
6822,lat_28.96033_lon_-82.69588.npz.npy,lat_28.96033_lon_-82.69588.npy,Train
6823,lat_28.96062_lon_-82.67291.npz.npy,lat_28.96062_lon_-82.67291.npy,Train
6824,lat_28.96118_lon_-82.62695.npz.npy,lat_28.96118_lon_-82.62695.npy,Train
6825,lat_28.96146_lon_-82.60397.npz.npy,lat_28.96146_lon_-82.60397.npy,Train
6826,lat_28.96173_lon_79.41901.npz.npy,lat_28.96173_lon_79.41901.npy,Train
6827,lat_28.96352_lon_-82.42011.npz.npy,lat_28.96352_lon_-82.42011.npy,Train
6828,lat_28.96640_lon_120.41573.npz.npy,lat_28.96640_lon_120.41573.npy,Train
6829,lat_28.96736_lon_-81.99201.npz.npy,lat_28.96736_lon_-81.99201.npy,Train
6830,lat_28.97062_lon_-95.35458.npz.npy,lat_28.97062_lon_-95.35458.npy,Train
6831,lat_28.97063_lon_-81.32532.npz.npy,lat_28.97063_lon_-81.32532.npy,Train
6832,lat_28.97102_lon_-95.33160.npz.npy,lat_28.97102_lon_-95.33160.npy,Train
6833,lat_28.97142_lon_-95.30863.npz.npy,lat_28.97142_lon_-95.30863.npy,Train
6834,lat_28.97468_lon_77.10996.npz.npy,lat_28.97468_lon_77.10996.npy,Train
6835,lat_28.97504_lon_119.08698.npz.npy,lat_28.97504_lon_119.08698.npy,Train
6836,lat_28.97540_lon_77.06401.npz.npy,lat_28.97540_lon_77.06401.npy,Train
6837,lat_28.97575_lon_78.95907.npz.npy,lat_28.97575_lon_78.95907.npy,Train
6838,lat_28.98184_lon_76.59001.npz.npy,lat_28.98184_lon_76.59001.npy,Train
6839,lat_28.98194_lon_79.41871.npz.npy,lat_28.98194_lon_79.41871.npy,Train
6840,lat_28.98482_lon_76.31417.npz.npy,lat_28.98482_lon_76.31417.npy,Train
6841,lat_28.98975_lon_117.63243.npz.npy,lat_28.98975_lon_117.63243.npy,Train
6842,lat_28.98986_lon_77.40909.npz.npy,lat_28.98986_lon_77.40909.npy,Train
6843,lat_28.99001_lon_-95.40099.npz.npy,lat_28.99001_lon_-95.40099.npy,Train
6844,lat_28.99082_lon_-95.35503.npz.npy,lat_28.99082_lon_-95.35503.npy,Train
6845,lat_28.99265_lon_119.24825.npz.npy,lat_28.99265_lon_119.24825.npy,Train
6846,lat_28.99489_lon_77.11037.npz.npy,lat_28.99489_lon_77.11037.npy,Train
6847,lat_29.00215_lon_79.41840.npz.npy,lat_29.00215_lon_79.41840.npy,Train
6848,lat_29.00555_lon_-82.25972.npz.npy,lat_29.00555_lon_-82.25972.npy,Train
6849,lat_29.01021_lon_-95.40145.npz.npy,lat_29.01021_lon_-95.40145.npy,Train
6850,lat_29.01046_lon_117.51755.npz.npy,lat_29.01046_lon_117.51755.npy,Train
6851,lat_29.01094_lon_-81.37144.npz.npy,lat_29.01094_lon_-81.37144.npy,Train
6852,lat_29.01128_lon_77.34062.npz.npy,lat_29.01128_lon_77.34062.npy,Train
6853,lat_29.01136_lon_-81.16444.npz.npy,lat_29.01136_lon_-81.16444.npy,Train
6854,lat_29.01740_lon_118.95849.npz.npy,lat_29.01740_lon_118.95849.npy,Train
6855,lat_29.02142_lon_34.65961.npz.npy,lat_29.02142_lon_34.65961.npy,Train
6856,lat_29.02171_lon_76.63662.npz.npy,lat_29.02171_lon_76.63662.npy,Train
6857,lat_29.02237_lon_120.18444.npz.npy,lat_29.02237_lon_120.18444.npy,Train
6858,lat_29.02533_lon_79.69404.npz.npy,lat_29.02533_lon_79.69404.npy,Train
6859,lat_29.02549_lon_77.66282.npz.npy,lat_29.02549_lon_77.66282.npy,Train
6860,lat_29.02594_lon_119.63985.npz.npy,lat_29.02594_lon_119.63985.npy,Train
6861,lat_29.02959_lon_111.74769.npz.npy,lat_29.02959_lon_111.74769.npy,Train
6862,lat_29.03156_lon_-110.82741.npz.npy,lat_29.03156_lon_-110.82741.npy,Train
6863,lat_29.03162_lon_-110.87342.npz.npy,lat_29.03162_lon_-110.87342.npy,Train
6864,lat_29.03165_lon_-110.91943.npz.npy,lat_29.03165_lon_-110.91943.npy,Train
6865,lat_29.03859_lon_76.88989.npz.npy,lat_29.03859_lon_76.88989.npy,Train
6866,lat_29.03892_lon_76.86690.npz.npy,lat_29.03892_lon_76.86690.npy,Train
6867,lat_29.04614_lon_119.64036.npz.npy,lat_29.04614_lon_119.64036.npy,Train
6868,lat_29.05020_lon_-95.42538.npz.npy,lat_29.05020_lon_-95.42538.npy,Train
6869,lat_29.05143_lon_-95.35641.npz.npy,lat_29.05143_lon_-95.35641.npy,Train
6870,lat_29.05326_lon_77.24956.npz.npy,lat_29.05326_lon_77.24956.npy,Train
6871,lat_29.05550_lon_77.11161.npz.npy,lat_29.05550_lon_77.11161.npy,Train
6872,lat_29.06419_lon_-95.74770.npz.npy,lat_29.06419_lon_-95.74770.npy,Train
6873,lat_29.06496_lon_119.70984.npz.npy,lat_29.06496_lon_119.70984.npy,Train
6874,lat_29.06723_lon_119.59490.npz.npy,lat_29.06723_lon_119.59490.npy,Train
6875,lat_29.06739_lon_-95.58679.npz.npy,lat_29.06739_lon_-95.58679.npy,Train
6876,lat_29.07203_lon_75.14964.npz.npy,lat_29.07203_lon_75.14964.npy,Train
6877,lat_29.08272_lon_121.39416.npz.npy,lat_29.08272_lon_121.39416.npy,Train
6878,lat_29.08516_lon_77.71037.npz.npy,lat_29.08516_lon_77.71037.npy,Train
6879,lat_29.08876_lon_75.97828.npz.npy,lat_29.08876_lon_75.97828.npy,Train
6880,lat_29.08933_lon_-95.49531.npz.npy,lat_29.08933_lon_-95.49531.npy,Train
6881,lat_29.09084_lon_111.63304.npz.npy,lat_29.09084_lon_111.63304.npy,Train
6882,lat_29.09094_lon_111.61003.npz.npy,lat_29.09094_lon_111.61003.npy,Train
6883,lat_29.09105_lon_111.58701.npz.npy,lat_29.09105_lon_111.58701.npy,Train
6884,lat_29.09225_lon_75.14967.npz.npy,lat_29.09225_lon_75.14967.npy,Train
6885,lat_29.09366_lon_77.25044.npz.npy,lat_29.09366_lon_77.25044.npy,Train
6886,lat_29.09480_lon_119.18144.npz.npy,lat_29.09480_lon_119.18144.npy,Train
6887,lat_29.09720_lon_77.02904.npz.npy,lat_29.09720_lon_77.02904.npy,Train
6888,lat_29.10101_lon_77.91783.npz.npy,lat_29.10101_lon_77.91783.npy,Train
6889,lat_29.10953_lon_-95.49580.npz.npy,lat_29.10953_lon_-95.49580.npy,Train
6890,lat_29.10962_lon_75.88639.npz.npy,lat_29.10962_lon_75.88639.npy,Train
6891,lat_29.11006_lon_75.81733.npz.npy,lat_29.11006_lon_75.81733.npy,Train
6892,lat_29.11094_lon_75.65619.npz.npy,lat_29.11094_lon_75.65619.npy,Train
6893,lat_29.11252_lon_-110.91937.npz.npy,lat_29.11252_lon_-110.91937.npy,Train
6894,lat_29.11822_lon_121.02532.npz.npy,lat_29.11822_lon_121.02532.npy,Train
6895,lat_29.11876_lon_76.93739.npz.npy,lat_29.11876_lon_76.93739.npy,Train
6896,lat_29.12006_lon_76.84535.npz.npy,lat_29.12006_lon_76.84535.npy,Train
6897,lat_29.12218_lon_76.68425.npz.npy,lat_29.12218_lon_76.68425.npy,Train
6898,lat_29.12508_lon_77.73442.npz.npy,lat_29.12508_lon_77.73442.npy,Train
6899,lat_29.12537_lon_76.40805.npz.npy,lat_29.12537_lon_76.40805.npy,Train
6900,lat_29.12555_lon_77.71142.npz.npy,lat_29.12555_lon_77.71142.npy,Train
6901,lat_29.12647_lon_119.66542.npz.npy,lat_29.12647_lon_119.66542.npy,Train
6902,lat_29.12738_lon_77.61942.npz.npy,lat_29.12738_lon_77.61942.npy,Train
6903,lat_29.13041_lon_75.79447.npz.npy,lat_29.13041_lon_75.79447.npy,Train
6904,lat_29.13055_lon_75.77144.npz.npy,lat_29.13055_lon_75.77144.npy,Train
6905,lat_29.13216_lon_-98.59697.npz.npy,lat_29.13216_lon_-98.59697.npy,Train
6906,lat_29.13739_lon_78.95589.npz.npy,lat_29.13739_lon_78.95589.npy,Train
6907,lat_29.13831_lon_120.05696.npz.npy,lat_29.13831_lon_120.05696.npy,Train
6908,lat_29.14106_lon_120.06614.npz.npy,lat_29.14106_lon_120.06614.npy,Train
6909,lat_29.14239_lon_76.68458.npz.npy,lat_29.14239_lon_76.68458.npy,Train
6910,lat_29.14385_lon_77.80397.npz.npy,lat_29.14385_lon_77.80397.npy,Train
6911,lat_29.14527_lon_119.73496.npz.npy,lat_29.14527_lon_119.73496.npy,Train
6912,lat_29.14527_lon_77.73496.npz.npy,lat_29.14527_lon_77.73496.npy,Train
6913,lat_29.14574_lon_77.71195.npz.npy,lat_29.14574_lon_77.71195.npy,Train
6914,lat_29.14683_lon_-95.65783.npz.npy,lat_29.14683_lon_-95.65783.npy,Train
6915,lat_29.14768_lon_-82.19236.npz.npy,lat_29.14768_lon_-82.19236.npy,Train
6916,lat_29.14802_lon_119.59693.npz.npy,lat_29.14802_lon_119.59693.npy,Train
6917,lat_29.14891_lon_119.55091.npz.npy,lat_29.14891_lon_119.55091.npy,Train
6918,lat_29.15035_lon_-98.15932.npz.npy,lat_29.15035_lon_-98.15932.npy,Train
6919,lat_29.15063_lon_75.79462.npz.npy,lat_29.15063_lon_75.79462.npy,Train
6920,lat_29.15102_lon_75.72553.npz.npy,lat_29.15102_lon_75.72553.npy,Train
6921,lat_29.15724_lon_77.06763.npz.npy,lat_29.15724_lon_77.06763.npy,Train
6922,lat_29.15794_lon_78.97850.npz.npy,lat_29.15794_lon_78.97850.npy,Train
6923,lat_29.15816_lon_77.00721.npz.npy,lat_29.15816_lon_77.00721.npy,Train
6924,lat_29.15850_lon_120.05756.npz.npy,lat_29.15850_lon_120.05756.npy,Train
6925,lat_29.16110_lon_76.80002.npz.npy,lat_29.16110_lon_76.80002.npy,Train
6926,lat_29.16702_lon_-95.65835.npz.npy,lat_29.16702_lon_-95.65835.npy,Train
6927,lat_29.16887_lon_-82.07744.npz.npy,lat_29.16887_lon_-82.07744.npy,Train
6928,lat_29.16968_lon_74.02908.npz.npy,lat_29.16968_lon_74.02908.npy,Train
6929,lat_29.17098_lon_-95.45124.npz.npy,lat_29.17098_lon_-95.45124.npy,Train
6930,lat_29.17123_lon_75.72568.npz.npy,lat_29.17123_lon_75.72568.npy,Train
6931,lat_29.17284_lon_-98.68896.npz.npy,lat_29.17284_lon_-98.68896.npy,Train
6932,lat_29.17295_lon_74.74315.npz.npy,lat_29.17295_lon_74.74315.npy,Train
6933,lat_29.17316_lon_-110.89628.npz.npy,lat_29.17316_lon_-110.89628.npy,Train
6934,lat_29.17991_lon_-96.00403.npz.npy,lat_29.17991_lon_-96.00403.npy,Train
6935,lat_29.18043_lon_-95.98102.npz.npy,lat_29.18043_lon_-95.98102.npy,Train
6936,lat_29.18990_lon_74.02889.npz.npy,lat_29.18990_lon_74.02889.npy,Train
6937,lat_29.19228_lon_77.39078.npz.npy,lat_29.19228_lon_77.39078.npy,Train
6938,lat_29.19339_lon_117.08069.npz.npy,lat_29.19339_lon_117.08069.npy,Train
6939,lat_29.19870_lon_79.00074.npz.npy,lat_29.19870_lon_79.00074.npy,Train
6940,lat_29.20010_lon_-96.00462.npz.npy,lat_29.20010_lon_-96.00462.npy,Train
6941,lat_29.20037_lon_79.11589.npz.npy,lat_29.20037_lon_79.11589.npy,Train
6942,lat_29.20213_lon_76.75467.npz.npy,lat_29.20213_lon_76.75467.npy,Train
6943,lat_29.20479_lon_79.46138.npz.npy,lat_29.20479_lon_79.46138.npy,Train
6944,lat_29.21272_lon_-98.50448.npz.npy,lat_29.21272_lon_-98.50448.npy,Train
6945,lat_29.21360_lon_-81.09563.npz.npy,lat_29.21360_lon_-81.09563.npy,Train
6946,lat_29.21361_lon_117.08071.npz.npy,lat_29.21361_lon_117.08071.npy,Train
6947,lat_29.22886_lon_76.15595.npz.npy,lat_29.22886_lon_76.15595.npy,Train
6948,lat_29.22951_lon_-82.07808.npz.npy,lat_29.22951_lon_-82.07808.npy,Train
6949,lat_29.23043_lon_75.95657.npz.npy,lat_29.23043_lon_75.95657.npy,Train
6950,lat_29.23106_lon_117.86439.npz.npy,lat_29.23106_lon_117.86439.npy,Train
6951,lat_29.23199_lon_-95.42965.npz.npy,lat_29.23199_lon_-95.42965.npy,Train
6952,lat_29.23205_lon_-99.69493.npz.npy,lat_29.23205_lon_-99.69493.npy,Train
6953,lat_29.23309_lon_119.36869.npz.npy,lat_29.23309_lon_119.36869.npy,Train
6954,lat_29.23898_lon_77.00879.npz.npy,lat_29.23898_lon_77.00879.npy,Train
6955,lat_29.23911_lon_78.99996.npz.npy,lat_29.23911_lon_78.99996.npy,Train
6956,lat_29.24030_lon_120.01392.npz.npy,lat_29.24030_lon_120.01392.npy,Train
6957,lat_29.24066_lon_76.89360.npz.npy,lat_29.24066_lon_76.89360.npy,Train
6958,lat_29.24100_lon_120.01722.npz.npy,lat_29.24100_lon_120.01722.npy,Train
6959,lat_29.24440_lon_91.39164.npz.npy,lat_29.24440_lon_91.39164.npy,Train
6960,lat_29.24599_lon_79.52991.npz.npy,lat_29.24599_lon_79.52991.npy,Train
6961,lat_29.24780_lon_-95.66044.npz.npy,lat_29.24780_lon_-95.66044.npy,Train
6962,lat_29.24780_lon_76.29447.npz.npy,lat_29.24780_lon_76.29447.npy,Train
6963,lat_29.24832_lon_91.76037.npz.npy,lat_29.24832_lon_91.76037.npy,Train
6964,lat_29.24916_lon_-95.59135.npz.npy,lat_29.24916_lon_-95.59135.npy,Train
6965,lat_29.25135_lon_90.52380.npz.npy,lat_29.25135_lon_90.52380.npy,Train
6966,lat_29.25197_lon_117.74930.npz.npy,lat_29.25197_lon_117.74930.npy,Train
6967,lat_29.25267_lon_-98.38902.npz.npy,lat_29.25267_lon_-98.38902.npy,Train
6968,lat_29.25271_lon_74.39715.npz.npy,lat_29.25271_lon_74.39715.npy,Train
6969,lat_29.25405_lon_-98.91926.npz.npy,lat_29.25405_lon_-98.91926.npy,Train
6970,lat_29.25580_lon_-95.22281.npz.npy,lat_29.25580_lon_-95.22281.npy,Train
6971,lat_29.26049_lon_120.01451.npz.npy,lat_29.26049_lon_120.01451.npy,Train
6972,lat_29.26049_lon_78.01451.npz.npy,lat_29.26049_lon_78.01451.npy,Train
6973,lat_29.26087_lon_88.89397.npz.npy,lat_29.26087_lon_88.89397.npy,Train
6974,lat_29.26119_lon_120.01663.npz.npy,lat_29.26119_lon_120.01663.npy,Train
6975,lat_29.26691_lon_77.71515.npz.npy,lat_29.26691_lon_77.71515.npy,Train
6976,lat_29.26956_lon_91.87539.npz.npy,lat_29.26956_lon_91.87539.npy,Train
6977,lat_29.27154_lon_90.52332.npz.npy,lat_29.27154_lon_90.52332.npy,Train
6978,lat_29.27293_lon_74.39703.npz.npy,lat_29.27293_lon_74.39703.npy,Train
6979,lat_29.27337_lon_75.49581.npz.npy,lat_29.27337_lon_75.49581.npy,Train
6980,lat_29.27411_lon_117.21911.npz.npy,lat_29.27411_lon_117.21911.npy,Train
6981,lat_29.27917_lon_90.97612.npz.npy,lat_29.27917_lon_90.97612.npy,Train
6982,lat_29.27929_lon_-96.07606.npz.npy,lat_29.27929_lon_-96.07606.npy,Train
6983,lat_29.27952_lon_90.99917.npz.npy,lat_29.27952_lon_90.99917.npy,Train
6984,lat_29.28172_lon_76.84824.npz.npy,lat_29.28172_lon_76.84824.npy,Train
6985,lat_29.28680_lon_-95.73059.npz.npy,lat_29.28680_lon_-95.73059.npy,Train
6986,lat_29.29286_lon_77.41617.npz.npy,lat_29.29286_lon_77.41617.npy,Train
6987,lat_29.29358_lon_-98.50409.npz.npy,lat_29.29358_lon_-98.50409.npy,Train
6988,lat_29.29358_lon_75.49591.npz.npy,lat_29.29358_lon_75.49591.npy,Train
6989,lat_29.30095_lon_76.91777.npz.npy,lat_29.30095_lon_76.91777.npy,Train
6990,lat_29.30095_lon_88.91777.npz.npy,lat_29.30095_lon_88.91777.npy,Train
6991,lat_29.30360_lon_108.10760.npz.npy,lat_29.30360_lon_108.10760.npy,Train
6992,lat_29.30844_lon_76.29523.npz.npy,lat_29.30844_lon_76.29523.npy,Train
6993,lat_29.30938_lon_-82.19424.npz.npy,lat_29.30938_lon_-82.19424.npy,Train
6994,lat_29.31299_lon_-98.31946.npz.npy,lat_29.31299_lon_-98.31946.npy,Train
6995,lat_29.31343_lon_-98.41172.npz.npy,lat_29.31343_lon_-98.41172.npy,Train
6996,lat_29.31396_lon_-98.55012.npz.npy,lat_29.31396_lon_-98.55012.npy,Train
6997,lat_29.31446_lon_117.26533.npz.npy,lat_29.31446_lon_117.26533.npy,Train
6998,lat_29.32116_lon_76.91814.npz.npy,lat_29.32116_lon_76.91814.npy,Train
6999,lat_29.32181_lon_76.87203.npz.npy,lat_29.32181_lon_76.87203.npy,Train
7000,lat_29.32461_lon_77.85501.npz.npy,lat_29.32461_lon_77.85501.npy,Train
7001,lat_29.32527_lon_-95.82385.npz.npy,lat_29.32527_lon_-95.82385.npy,Train
7002,lat_29.32575_lon_-95.80080.npz.npy,lat_29.32575_lon_-95.80080.npy,Train
7003,lat_29.32812_lon_120.31442.npz.npy,lat_29.32812_lon_120.31442.npy,Train
7004,lat_29.32865_lon_76.29549.npz.npy,lat_29.32865_lon_76.29549.npy,Train
7005,lat_29.33468_lon_117.26539.npz.npy,lat_29.33468_lon_117.26539.npy,Train
7006,lat_29.34035_lon_76.98771.npz.npy,lat_29.34035_lon_76.98771.npy,Train
7007,lat_29.34069_lon_76.96464.npz.npy,lat_29.34069_lon_76.96464.npy,Train
7008,lat_29.34136_lon_76.91852.npz.npy,lat_29.34136_lon_76.91852.npy,Train
7009,lat_29.34448_lon_76.68789.npz.npy,lat_29.34448_lon_76.68789.npy,Train
7010,lat_29.34534_lon_76.61870.npz.npy,lat_29.34534_lon_76.61870.npy,Train
7011,lat_29.34769_lon_76.41109.npz.npy,lat_29.34769_lon_76.41109.npy,Train
7012,lat_29.34878_lon_120.33694.npz.npy,lat_29.34878_lon_120.33694.npy,Train
7013,lat_29.34908_lon_77.64814.npz.npy,lat_29.34908_lon_77.64814.npy,Train
7014,lat_29.35235_lon_75.86541.npz.npy,lat_29.35235_lon_75.86541.npy,Train
7015,lat_29.35250_lon_75.84233.npz.npy,lat_29.35250_lon_75.84233.npy,Train
7016,lat_29.35278_lon_75.79619.npz.npy,lat_29.35278_lon_75.79619.npy,Train
7017,lat_29.35319_lon_-95.43253.npz.npy,lat_29.35319_lon_-95.43253.npy,Train
7018,lat_29.35346_lon_77.41760.npz.npy,lat_29.35346_lon_77.41760.npy,Train
7019,lat_29.35386_lon_-98.41149.npz.npy,lat_29.35386_lon_-98.41149.npy,Train
7020,lat_29.35429_lon_119.37149.npz.npy,lat_29.35429_lon_119.37149.npy,Train
7021,lat_29.35447_lon_-98.57302.npz.npy,lat_29.35447_lon_-98.57302.npy,Train
7022,lat_29.35455_lon_-98.59610.npz.npy,lat_29.35455_lon_-98.59610.npy,Train
7023,lat_29.35504_lon_-98.82687.npz.npy,lat_29.35504_lon_-98.82687.npy,Train
7024,lat_29.35513_lon_117.08082.npz.npy,lat_29.35513_lon_117.08082.npy,Train
7025,lat_29.35589_lon_77.27925.npz.npy,lat_29.35589_lon_77.27925.npy,Train
7026,lat_29.35719_lon_-95.20194.npz.npy,lat_29.35719_lon_-95.20194.npy,Train
7027,lat_29.36202_lon_79.11292.npz.npy,lat_29.36202_lon_79.11292.npy,Train
7028,lat_29.36662_lon_-95.77886.npz.npy,lat_29.36662_lon_-95.77886.npy,Train
7029,lat_29.36715_lon_76.48059.npz.npy,lat_29.36715_lon_76.48059.npy,Train
7030,lat_29.36835_lon_119.69477.npz.npy,lat_29.36835_lon_119.69477.npy,Train
7031,lat_29.36930_lon_76.27293.npz.npy,lat_29.36930_lon_76.27293.npy,Train
7032,lat_29.37726_lon_119.21051.npz.npy,lat_29.37726_lon_119.21051.npy,Train
7033,lat_29.37764_lon_119.18745.npz.npy,lat_29.37764_lon_119.18745.npy,Train
7034,lat_29.38006_lon_77.03463.npz.npy,lat_29.38006_lon_77.03463.npy,Train
7035,lat_29.38076_lon_34.98849.npz.npy,lat_29.38076_lon_34.98849.npy,Train
7036,lat_29.38110_lon_120.04113.npz.npy,lat_29.38110_lon_120.04113.npy,Train
7037,lat_29.38110_lon_76.96542.npz.npy,lat_29.38110_lon_76.96542.npy,Train
7038,lat_29.38223_lon_79.11254.npz.npy,lat_29.38223_lon_79.11254.npy,Train
7039,lat_29.38284_lon_120.03616.npz.npy,lat_29.38284_lon_120.03616.npy,Train
7040,lat_29.38338_lon_76.80392.npz.npy,lat_29.38338_lon_76.80392.npy,Train
7041,lat_29.38536_lon_-95.84857.npz.npy,lat_29.38536_lon_-95.84857.npy,Train
7042,lat_29.38668_lon_121.45865.npz.npy,lat_29.38668_lon_121.45865.npy,Train
7043,lat_29.38777_lon_-95.73329.npz.npy,lat_29.38777_lon_-95.73329.npy,Train
7044,lat_29.38777_lon_108.26671.npz.npy,lat_29.38777_lon_108.26671.npy,Train
7045,lat_29.38836_lon_94.38857.npz.npy,lat_29.38836_lon_94.38857.npy,Train
7046,lat_29.38854_lon_77.69530.npz.npy,lat_29.38854_lon_77.69530.npy,Train
7047,lat_29.38973_lon_76.25010.npz.npy,lat_29.38973_lon_76.25010.npy,Train
7048,lat_29.39247_lon_75.91192.npz.npy,lat_29.39247_lon_75.91192.npy,Train
7049,lat_29.39458_lon_-98.48051.npz.npy,lat_29.39458_lon_-98.48051.npy,Train
7050,lat_29.39491_lon_-98.57285.npz.npy,lat_29.39491_lon_-98.57285.npy,Train
7051,lat_29.39511_lon_75.35789.npz.npy,lat_29.39511_lon_75.35789.npy,Train
7052,lat_29.39551_lon_117.15011.npz.npy,lat_29.39551_lon_117.15011.npy,Train
7053,lat_29.39708_lon_119.23402.npz.npy,lat_29.39708_lon_119.23402.npy,Train
7054,lat_29.39946_lon_-95.08746.npz.npy,lat_29.39946_lon_-95.08746.npy,Train
7055,lat_29.40264_lon_76.87351.npz.npy,lat_29.40264_lon_76.87351.npy,Train
7056,lat_29.40510_lon_76.68889.npz.npy,lat_29.40510_lon_76.68889.npy,Train
7057,lat_29.41461_lon_-98.43423.npz.npy,lat_29.41461_lon_-98.43423.npy,Train
7058,lat_29.41488_lon_-98.50350.npz.npy,lat_29.41488_lon_-98.50350.npy,Train
7059,lat_29.41550_lon_-98.71131.npz.npy,lat_29.41550_lon_-98.71131.npy,Train
